Num Workers,Time Taken
10,2.166233
10,2.125632
10,2.122574
10,2.135916
10,2.060176
10,2.107351
10,2.066737
10,2.140188
10,2.182050
10,2.048478
10,2.053270
10,2.041437
10,2.241687
10,2.147245
10,2.082016
10,2.138650
10,2.115304
10,2.188078
10,2.158086
11,2.054270
11,2.001755
11,2.074695
11,2.142521
11,2.094783
11,2.164093
11,2.161569
11,2.082125
11,2.129995
11,2.013874
11,2.231129
11,2.119003
11,2.145188
11,2.094484
11,2.202587
11,2.242177
11,2.139299
11,2.069849
11,2.030873
11,2.129813
12,1.938236
12,1.972446
12,1.999900
12,1.887756
12,1.993170
12,2.115891
12,2.028926
12,1.965942
12,2.045621
12,2.047583
12,1.888440
12,2.025780
12,2.155081
12,2.171405
12,2.032702
12,1.987539
12,2.137523
12,2.032740
12,2.139230
12,2.074674
13,1.977529
13,2.037056
13,1.958392
13,1.890212
13,1.933857
13,2.002099
13,1.978108
13,2.012629
13,1.975058
13,2.000275
13,2.034961
13,1.948094
13,1.996470
13,1.939320
13,1.961880
13,2.074945
13,2.073168
13,1.923440
13,2.062206
13,1.978535
14,2.039382
14,1.902330
14,1.990820
14,1.937753
14,2.003537
14,1.996809
14,2.122325
14,1.957926
14,2.090300
14,1.969532
14,1.920674
14,2.120658
14,1.941018
14,1.898870
14,1.943388
14,2.024428
14,1.950960
14,2.076690
14,1.914441
14,2.107237
15,2.047712
15,2.022327
15,2.036984
15,1.965188
15,2.057553
15,1.890738
15,1.985619
15,1.860265
15,1.841755
15,1.847829
15,1.972392
15,1.885717
15,1.930898
15,1.849503
15,2.016432
15,2.001561
15,2.125700
15,1.970468
15,1.973383
15,2.029303
16,2.065165
16,2.019902
16,2.005496
16,2.014100
16,1.865103
16,1.857801
16,1.967760
16,1.767348
16,1.967652
16,1.976424
16,2.003664
16,1.956192
16,1.992456
16,1.959707
16,1.845235
16,2.156303
16,1.965484
16,1.907291
16,1.908054
16,1.928962
17,1.923213
17,1.864512
17,1.922229
17,1.878512
17,1.825797
17,1.721711
17,1.851305
17,1.829918
17,1.810012
17,1.838725
17,1.845618
17,1.893526
17,1.881002
17,1.824602
17,1.998593
17,1.867423
17,1.805114
17,1.944607
17,1.799342
17,2.007127
18,1.958849
18,2.011316
18,1.851645
18,1.963479
18,1.909591
18,1.969371
18,1.857501
18,1.973971
18,1.867206
18,1.968835
18,1.931049
18,1.934418
18,1.973905
18,1.860125
18,1.894356
18,1.980443
18,1.941863
18,1.950069
18,1.863787
18,1.912012
19,1.914686
19,1.812927
19,1.967412
19,1.793446
19,1.844496
19,1.783585
19,2.034718
19,1.732750
19,1.842520
19,1.834552
19,1.774584
19,1.784840
19,2.022507
19,1.992549
19,1.807804
19,1.870418
19,1.887789
19,1.975280
19,1.852387
19,1.814185
20,1.761581
20,1.835579
20,1.775651
20,1.841691
20,1.759442
20,1.995556
20,1.998782
20,1.934599
20,1.824744
20,1.791746
20,1.752907
20,1.798168
20,1.813337
20,1.681688
20,1.798155
20,1.700948
20,1.758871
20,1.813192
20,1.806672
20,1.816930
21,1.964386
21,1.860986
21,1.829964
21,1.879244
21,1.840026
21,1.748681
21,1.717861
21,1.673749
21,1.797222
21,1.832516
21,1.919951
21,1.709797
21,1.768264
21,1.845889
21,1.875231
21,1.778692
21,1.880058
21,1.778599
21,1.927058
21,1.730037
22,1.712238
22,1.894002
22,1.840012
22,1.865938
22,1.745005
22,1.756271
22,1.681500
22,1.835759
22,1.796885
22,1.883639
22,1.820452
22,1.817243
22,1.860863
22,1.988843
22,1.833030
22,1.759111
22,1.919250
22,1.726449
22,1.815024
22,1.783574
23,1.753453
23,1.706386
23,1.827260
23,1.794154
23,1.739391
23,1.879881
23,1.718593
23,1.784980
23,1.808998
23,1.727808
23,1.917966
23,1.715442
23,1.796847
23,1.725293
23,1.765846
23,1.797003
23,1.793869
23,1.764322
23,1.847066
23,1.785363
24,1.776191
24,1.975784
24,1.754482
24,1.923179
24,1.783332
24,1.936720
24,1.759672
24,1.713296
24,2.016838
24,2.002057
24,1.792940
24,1.958306
24,1.864281
24,1.803130
24,1.949714
24,1.908976
24,1.858705
24,1.708066
24,1.872665
24,1.722270
25,1.944427
25,1.807724
25,1.700280
25,1.802895
25,1.712907
25,1.835716
25,1.724074
25,1.691850
25,1.759952
25,1.781515
25,1.711641
25,1.702731
25,1.925846
25,1.846243
25,1.707279
25,1.709034
25,1.788796
25,1.835776
25,1.679777
25,1.904087
26,1.841488
26,1.678714
26,1.903010
26,1.743400
26,1.756518
26,1.695861
26,1.744755
26,1.864131
26,1.915366
26,1.957521
26,1.715955
26,1.850585
26,1.772900
26,1.673519
26,1.698604
26,1.846093
26,1.794447
26,1.829975
26,1.918029
26,1.824446
27,1.702840
27,1.744762
27,1.801038
27,1.781783
27,1.962564
27,1.781364
27,1.816832
27,1.878947
27,1.761524
27,1.819844
27,1.748017
27,1.804758
27,1.860952
27,1.812117
27,1.774267
27,1.798186
27,1.940084
27,1.730557
27,1.824719
27,1.881705
28,1.822175
28,1.822973
28,1.789608
28,1.868886
28,1.705879
28,1.738248
28,1.881895
28,1.797768
28,1.914347
28,1.867343
28,1.861089
28,1.806032
28,1.912463
28,1.809852
28,1.904501
28,1.768647
28,1.675478
28,1.735460
28,1.682313
28,1.772315
29,1.823184
29,1.735468
29,1.817050
29,1.768060
29,1.750310
29,1.775749
29,1.921925
29,1.760092
29,1.758450
29,1.844833
29,1.829970
29,1.683917
29,1.814644
29,1.774913
29,1.874988
29,1.891316
29,1.753171
29,1.892338
29,1.751270
29,1.858876
30,1.858026
30,1.745768
30,2.062994
30,1.749388
30,1.905272
30,1.843392
30,1.781198
30,1.809461
30,2.073936
30,2.010884
30,1.863578
30,1.703235
30,1.689786
30,1.965407
30,1.780697
30,1.815518
30,1.768947
30,1.844140
30,1.718770
30,1.779931
31,1.866289
31,1.878673
31,1.676478
31,2.023652
31,1.767190
31,1.739769
31,1.893551
31,1.764278
31,1.851788
31,1.804571
31,1.862518
31,1.829095
31,1.974111
31,1.730810
31,1.911521
31,1.901861
31,1.696024
31,1.769334
31,1.824318
31,1.762038
32,1.760562
32,1.808827
32,1.790728
32,1.927556
32,1.882379
32,1.854578
32,1.889922
32,1.849572
32,1.885631
32,1.795156
32,1.880714
32,1.838471
32,1.871731
32,1.884693
32,1.764953
32,2.009778
32,1.928980
32,1.889158
32,1.768405
32,1.889017
