Num-processes,Time
8,34.476810
8,34.415785
8,34.283311
8,34.423312
8,34.479454
8,34.612823
8,34.543846
8,34.340972
8,34.560054
8,34.408427
8,34.407909
8,34.385410
8,34.316211
8,34.864427
8,34.380276
8,34.578540
8,34.589442
8,34.673586
8,34.545664
8,34.628299
8,34.404266
8,34.681381
8,34.462812
8,34.615593
8,34.292536
16,20.128093
16,20.000481
16,20.045450
16,20.084512
16,19.916021
16,20.221969
16,20.425288
16,19.901142
16,20.114600
16,20.193978
16,19.946265
16,19.915916
16,19.968845
16,20.008440
16,19.797196
16,19.762501
16,19.894306
16,19.815609
16,22.373355
16,20.201767
16,21.053436
16,20.322817
16,20.049038
16,20.205163
16,19.937151
16,19.906257
16,20.333049
16,20.048944
16,19.766456
16,19.974812
16,20.252419
16,20.067964
16,19.801678
16,20.303611
16,19.950128
16,20.085416
16,20.255599
16,20.040463
16,19.866744
16,19.962279
16,19.749847
16,20.053485
16,20.149696
16,19.894426
16,20.106390
16,20.247895
16,20.001765
16,20.059396
16,20.194390
16,19.829480
16,20.048074
16,19.805098
16,19.953275
16,20.040651
16,19.862558
16,19.619542
16,20.283676
16,19.840456
16,20.068617
16,20.017356
32,10.601088
32,10.594708
32,10.711035
32,10.581400
32,10.366799
32,10.736978
32,10.427662
32,10.550737
32,10.860554
32,10.434090
32,10.465633
32,10.776927
32,10.528897
32,10.714126
32,10.661170
32,10.527402
32,10.665280
32,10.646109
32,10.686823
32,10.554132
32,10.557069
32,10.451858
32,10.219202
32,10.416728
32,10.523475
32,10.761376
32,10.654929
32,10.543407
32,10.574485
32,10.698214
32,10.499924
32,10.749905
32,10.544609
32,10.527662
32,10.687149
32,10.370055
32,10.532958
32,10.624541
32,10.661210
32,10.556231
32,10.580923
32,10.545454
32,10.774692
32,10.645251
32,10.663738
32,10.657481
32,10.686529
32,10.681575
32,10.628126
32,10.556769
32,10.484327
32,10.551545
32,10.502422
32,10.508464
32,10.705564
32,10.729434
32,10.557247
32,10.869883
32,10.580882
32,10.588917
64,5.523531
64,5.510558
64,5.412675
64,5.507148
64,5.557668
64,5.541113
64,5.452844
64,5.562730
64,5.511434
64,5.434198
64,5.520102
64,5.465773
64,5.535764
64,5.464060
64,5.422758
64,5.450497
64,5.277896
64,5.450270
64,5.495391
64,5.389191
64,5.446366
64,5.425819
64,5.489293
64,5.454877
64,5.312996
64,5.578998
64,5.446804
64,5.325488
64,5.675964
64,7.716848
64,5.310212
64,5.483568
64,5.682195
64,5.683969
64,5.634450
64,5.662628
64,5.550477
64,5.483244
64,5.589882
64,5.527259
64,5.609138
64,5.446710
64,5.410353
64,5.524132
64,5.338349
64,5.549285
64,5.469996
64,5.511548
64,5.539491
64,5.521754
64,5.444864
64,5.378721
64,5.488986
64,5.608627
64,5.544540
64,5.363212
64,5.418763
64,5.449209
64,5.479496
64,5.412792
